,content,title,rating
4410,Ian Fleming Action|Adventure|Thriller official james bond series|james bond character|007|chemical weapons Pierce Brosnan|Sean Bean|Izabella Scorupco|Famke Janssen|Joe Don Baker|Judi Dench|Robbie Coltrane|Tchéky Karyo|Gottfried John|Alan Cumming|Desmond Llewelyn|Samantha Bond|Michael Kitchen|Serena Gordon|Simon Kunz,GoldenEye (1995),11369
4680,James Ellroy Crime|Film-Noir|Mystery|Thriller corruption|murder|call girl|neo noir Kevin Spacey|Russell Crowe|Guy Pearce|James Cromwell|Kim Basinger|Danny DeVito|David Strathairn|Ron Rifkin|Matt McCoy|Paul Guilfoyle|Paolo Seganti|Elisabeth Granli|Sandra Taylor|Steve Rankin|Graham Beckel,L.A. Confidential (1997),11316
3384,Ethan Coen Comedy|Crime rug|nihilism|pornographer|bowling alley Jeff Bridges|John Goodman|Julianne Moore|Steve Buscemi|David Huddleston|Philip Seymour Hoffman|Tara Reid|Philip Moon|Mark Pellegrino|Peter Stormare|Flea|Torsten Voges|Jimmie Dale Gilmore|Jack Kehler|John Turturro,"Big Lebowski, The (1998)",11271
10940,Steven Spielberg Crime|Drama race against time|mother son relationship|con|scam Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Nathalie Baye|Amy Adams|James Brolin|Brian Howe|Frank John Hughes|Steve Eastin|Chris Ellis|John Finn|Jennifer Garner|Nancy Lenehan|Ellen Pompeo,Catch Me If You Can (2002),11232
5029,Jeff Arch Comedy|Drama|Romance seattle washington|radio show|place name in title|profanity Tom Hanks|Ross Malinger|Rita Wilson|Victor Garber|Tom Riis Farrell|Carey Lowell|Meg Ryan|Bill Pullman|Le Clanché du Rand|Kevin O'Morrison|David Hyde Pierce|Valerie Wright|Frances Conroy|Tom Tammi|Calvin Trillin,Sleepless in Seattle (1993),11167
11439,Tom Clancy Action|Crime|Drama|Thriller jack ryan character|good versus evil|cia|drugs Harrison Ford|Willem Dafoe|Anne Archer|Joaquim de Almeida|Henry Czerny|Harris Yulin|Donald Moffat|Miguel Sandoval|Benjamin Bratt|Raymond Cruz|Dean Jones|Thora Birch|Ann Magnuson|Hope Lange|Tom Tammi,Clear and Present Danger (1994),11083
9510,Richard Kelly Drama|Mystery|Sci-Fi|Thriller surrealism|schizophrenia|parallel universe|schizophrenic Jake Gyllenhaal|Holmes Osborne|Maggie Gyllenhaal|Daveigh Chase|Mary McDonnell|James Duval|Arthur Taxier|Patrick Swayze|Mark Hoffman|David St. James|Tom Tangen|Jazzie Mahannah|Jolene Purdy|Stuart Stone|Gary Lundy,Donnie Darko (2001),11034
3008,Du Lu Wang Action|Drama|Romance china|female martial artist|defying gravity|sword Yun-Fat Chow|Michelle Yeoh|Ziyi Zhang|Chen Chang|Sihung Lung|Pei-Pei Cheng|Fazeng Li|Xian Gao|Yan Hai|Deming Wang|Li Li|Suying Huang|Jinting Zhang|Rui Yang|Kai Li,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",11008
799,Anne Rice Drama|Horror vampire|gothic|betrayal|dark hero Brad Pitt|Christian Slater|Virginia McCollam|John McConnell|Tom Cruise|Mike Seelig|Bellina Logan|Thandie Newton|Lyla Hay Owen|Lee E. Scharfstein|Indra Ové|Helen McCrory|Monte Montague|Kirsten Dunst|Nathalie Bloch-Lainé,Interview with the Vampire: The Vampire Chronicles (1994),10968
9101,Peter Rader Action|Adventure|Sci-Fi nonconsensual haircut|post apocalypse|swimming|global warming Kevin Costner|Chaim Jeraffi|Rick Aviles|R.D. Call|Zitto Kazann|Leonardo Cimino|Zakes Mokae|Luke Ka'ili Jr.|Anthony DeMasters|Willy Petrovic|Jack Kehler|Jeanne Tripplehorn|Lanny Flaherty|Robert A. Silverman|Gerard Murphy,Waterworld (1995),10913
673,Andrew Stanton Adventure|Animation|Children|Romance|Sci-Fi robot|obesity|recycling robot|adrift in space Ben Burtt|Elissa Knight|Jeff Garlin|Fred Willard|MacInTalk|John Ratzenberger|Kathy Najimy|Sigourney Weaver|Teddy Newton|Bob Bergen|John Cygan|Pete Docter|Paul Eiding|Donald Fullilove|Teresa Ganzel,WALL·E (2008),10878
933,Ash Brannon Adventure|Animation|Children|Comedy|Fantasy toy|cgi animation|toy comes to life|1990s Tom Hanks|Tim Allen|Joan Cusack|Kelsey Grammer|Don Rickles|Jim Varney|Wallace Shawn|John Ratzenberger|Annie Potts|Wayne Knight|John Morris|Laurie Metcalf|Estelle Harris|R. Lee Ermey|Jodi Benson,Toy Story 2 (1999),10626
9479,Richard Curtis Comedy|Romance wedding|funeral|gay|cafe Hugh Grant|James Fleet|Simon Callow|John Hannah|Kristin Scott Thomas|David Bower|Charlotte Coleman|Andie MacDowell|Timothy Walker|Sara Crowe|Ronald Herdman|Elspet Gray|Philip Voss|Rupert Vansittart|Nicola Walker,Four Weddings and a Funeral (1994),10602
4535,J.K. Rowling Adventure|Children|Fantasy magic|based on novel|wizard|school of magic Richard Harris|Maggie Smith|Robbie Coltrane|Saunders Triplets|Daniel Radcliffe|Fiona Shaw|Harry Melling|Richard Griffiths|Derek Deadman|Ian Hart|Ben Borowiecki|Warwick Davis|Verne Troyer|John Hurt|Richard Bremmer,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),10494
6880,Lilly Wachowski Action|Sci-Fi|Thriller|IMAX fascist|revolution|right wing government|freedom Natalie Portman|Hugo Weaving|Stephen Rea|Stephen Fry|John Hurt|Tim Pigott-Smith|Rupert Graves|Roger Allam|Ben Miles|Sinéad Cusack|Natasha Wightman|John Standing|Eddie Marsan|Clive Ashborn|Emma Field-Rayner,V for Vendetta (2006),10491
531,Amy Heckerling Comedy|Romance miniskirt|girl wears a miniskirt|short skirt|virgin Alicia Silverstone|Stacey Dash|Brittany Murphy|Paul Rudd|Donald Faison|Elisa Donovan|Breckin Meyer|Jeremy Sisto|Dan Hedaya|Aida Linares|Wallace Shawn|Twink Caplan|Justin Walker|Sabastian Rashidi|Herb Hall,Clueless (1995),10472
7314,Mark Fergus Action|Adventure|Sci-Fi billionaire|inventor|robot suit|based on comic Robert Downey Jr.|Terrence Howard|Jeff Bridges|Gwyneth Paltrow|Leslie Bibb|Shaun Toub|Faran Tahir|Clark Gregg|Bill Smitrovich|Sayed Badreya|Paul Bettany|Jon Favreau|Peter Billingsley|Tim Guinee|Will Lyman,Iron Man (2008),10342
11993,William Monahan Crime|Drama|Thriller police|mobster|irish mafia|organized crime Leonardo DiCaprio|Matt Damon|Jack Nicholson|Mark Wahlberg|Martin Sheen|Ray Winstone|Vera Farmiga|Anthony Anderson|Alec Baldwin|Kevin Corrigan|James Badge Dale|David O'Hara|Mark Rolston|Robert Wahlberg|Kristen Dalton,"Departed, The (2006)",10146
1272,Bob Peterson Adventure|Animation|Children|Drama child in jeopardy|heartfelt|original story|balloon Edward Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo|Jerome Ranft|John Ratzenberger|David Kaye|Elie Docter|Jeremy Leary|Mickie McGowan|Danny Mann|Donald Fullilove|Jess Harnell|Josh Cooley,Up (2009),10108
1845,Chris Weitz Comedy|Romance nudity|female masturbation|prom|milf Jason Biggs|Jennifer Coolidge|Shannon Elizabeth|Alyson Hannigan|Chris Klein|Clyde Kusatsu|Eugene Levy|Natasha Lyonne|Thomas Ian Nicholas|Chris Owen|Lawrence Pressman|Tara Reid|Seann William Scott|Mena Suvari|Eddie Kaye Thomas,American Pie (1999),9988
4086,Guy Ritchie Comedy|Crime|Thriller diamond|boxer|narrated by character|fight Benicio Del Toro|Dennis Farina|Vinnie Jones|Brad Pitt|Rade Serbedzija|Jason Statham|Alan Ford|Mike Reid|Robbie Gee|Lennie James|Ewen Bremner|Jason Flemyng|Ade|William Beck|Andy Beckwith,Snatch (2000),9972
9041,Peter Farrelly Comedy|Romance dream girl|mini dress|original story|thin legs Cameron Diaz|Matt Dillon|Ben Stiller|Lee Evans|Chris Elliott|Lin Shaye|Jeffrey Tambor|Markie Post|Keith David|W. Earl Brown|Sarah Silverman|Khandi Alexander|Marnie Alexenburg|Danny Murphy|Richard Tyson,There's Something About Mary (1998),9959
8072,Mike Myers Action|Adventure|Comedy penis joke|spy|sexy agent|sexual joke Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe|Seth Green|Mindy Sterling|Verne Troyer|Elizabeth Hurley|Gia Carides|Oliver Muirhead|George Cheung|Jeffrey Meng|Muse Watson|Scott Cooper,Austin Powers: The Spy Who Shagged Me (1999),9902
11957,William Broyles Jr. Drama survival|one man film|crash survivor|remote island Paul Sanchez|Lari White|Leonid Citer|David Allen Brooks|Yelena Popovic|Valentina Ananina|Semion Sudarikov|Tom Hanks|Peter Von Berg|Dmitri S. Boudrine|François Duhamel|Michael Forest|Viveka Davis|Nick Searcy|Jennifer Choe,Cast Away (2000),9898
6721,Laurence Dworet Action|Drama|Sci-Fi|Thriller virus|epidemic|monkey|disease Dustin Hoffman|Rene Russo|Morgan Freeman|Kevin Spacey|Cuba Gooding Jr.|Donald Sutherland|Patrick Dempsey|Zakes Mokae|Malick Bowens|Susan Lee Hoffman|Benito Martinez|Bruce Jarchow|Leland Hayward III|Daniel Chodos|Dale Dye,Outbreak (1995),9829
7864,Michael Mann Action|Crime|Thriller gun battle|organized crime|honor|criminal investigation Al Pacino|Robert De Niro|Val Kilmer|Jon Voight|Tom Sizemore|Diane Venora|Amy Brenneman|Ashley Judd|Mykelti Williamson|Wes Studi|Ted Levine|Dennis Haysbert|William Fichtner|Natalie Portman|Tom Noonan,Heat (1995),9828
6432,Kevin Smith Comedy friendship|low budget film|friend|convenience store Brian O'Halloran|Jeff Anderson|Marilyn Ghigliotti|Lisa Spoonauer|Jason Mewes|Kevin Smith|Scott Mosier|Scott Schiaffo|Al Berkowitz|Walter Flanagan|Ed Hapstak|Lee Bendick|David Klein|Pattijean Csik|Ken Clark,Clerks (1994),9807
4654,James Cameron Action|Adventure|Sci-Fi|IMAX spiritualism|paraplegic|marine|future Sam Worthington|Zoe Saldana|Sigourney Weaver|Stephen Lang|Michelle Rodriguez|Giovanni Ribisi|Joel David Moore|CCH Pounder|Wes Studi|Laz Alonso|Dileep Rao|Matt Gerald|Sean Anthony Moran|Jason Whyte|Scott Lawrence,Avatar (2009),9744
3755,Gene Roddenberry Adventure|Drama|Sci-Fi female empath|half human half alien|empath|human alien hybrid Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn|Gates McFadden|Marina Sirtis|Malcolm McDowell|James Doohan|Walter Koenig|William Shatner|Alan Ruck|Jacqueline Kim|Jenette Goldstein|Thomas Kopache,Star Trek: Generations (1994),9679
5533,John Grisham Drama|Thriller oral sex|seduction|frame up|washington monument washington d.c. Tom Cruise|Jeanne Tripplehorn|Gene Hackman|Hal Holbrook|Terry Kinney|Wilford Brimley|Ed Harris|Holly Hunter|David Strathairn|Gary Busey|Steven Hill|Tobin Bell|Barbara Garrick|Jerry Hardin|Paul Calderon,"Firm, The (1993)",9669
5811,Jonathan Hensleigh Adventure|Children|Fantasy board game|adventurer|fight|game Robin Williams|Jonathan Hyde|Kirsten Dunst|Bradley Pierce|Bonnie Hunt|Bebe Neuwirth|David Alan Grier|Patricia Clarkson|Adam Hann-Byrd|Laura Bell Bundy|James Handy|Gillian Barber|Brandon Obray|Cyrus Thiedeke|Gary Joseph Thorup,Jumanji (1995),9654
5603,John Madden Comedy|Drama|Romance william shakespeare character|shakespeare play|16th century|reference to shakespeare's romeo and juliet Geoffrey Rush|Tom Wilkinson|Steven O'Donnell|Tim McMullan|Joseph Fiennes|Steven Beard|Antony Sher|Patrick Barlow|Martin Clunes|Sandra Reinton|Simon Callow|Judi Dench|Bridget McConnell|Georgie Glen|Nicholas Boulton,Shakespeare in Love (1998),9624
11791,Vincenzo Cerami Comedy|Drama|Romance|War jewish|world war two|nazi occupation|tank Roberto Benigni|Nicoletta Braschi|Giorgio Cantarini|Giustino Durano|Sergio Bini Bustric|Marisa Paredes|Horst Buchholz|Lidia Alfonsi|Giuliana Lojodice|Amerigo Fontani|Pietro De Silva|Francesco Guzzo|Raffaella Lebboroni|Claudio Alfonsi|Gil Baroni,Life Is Beautiful (La Vita è bella) (1997),9584
7275,Mark Andrus Comedy|Drama|Romance obsessive compulsive disorder|unlikely friendship|friendship|dog Jack Nicholson|Helen Hunt|Greg Kinnear|Cuba Gooding Jr.|Skeet Ulrich|Shirley Knight|Yeardley Smith|Lupe Ontiveros|Jill the Dog|Timer the Dog|Billy the Dog|Bibi Osterwald|Ross Bleckner|Bernadette Balagtas|Jaffe Cohen,As Good as It Gets (1997),9310
1553,Cameron Crowe Drama|Romance agent|sports agent|football|football player Tom Cruise|Cuba Gooding Jr.|Renée Zellweger|Kelly Preston|Jerry O'Connell|Jay Mohr|Bonnie Hunt|Regina King|Jonathan Lipnicki|Todd Louiso|Mark Pellington|Jeremy Suarez|Jared Jussim|Benjamin Kimball Smith|Ingrid Beer,Jerry Maguire (1996),9293
8057,Mike Judge Comedy|Crime black comedy|boss|office|computer Ron Livingston|Jennifer Aniston|David Herman|Ajay Naidu|Diedrich Bader|Stephen Root|Gary Cole|Richard Riehle|Alexandra Wentworth|Joe Bays|John C. McGinley|Paul Willson|Kinna McInroe|Todd Duffey|Greg Pitts,Office Space (1999),9281
6876,Lilly Wachowski Action|Adventure|Sci-Fi|Thriller|IMAX oracle|cult film|prophecy|alternate reality Ray Anthony|Christine Anu|Andy Arness|Alima Ashton-Sheibu|Helmut Bakaitis|Steve Bastoni|Don Battee|Monica Bellucci|Daniel Bernhardt|Valerie Berry|Ian Bliss|Liliana Bogatko|Michael Budd|Stoney Burke|Kelly Butler,"Matrix Reloaded, The (2003)",9275
9279,Quentin Tarantino Action|Drama|War revenge|nazi hunter|world war two|nazi Brad Pitt|Mélanie Laurent|Christoph Waltz|Eli Roth|Michael Fassbender|Diane Kruger|Daniel Brühl|Til Schweiger|Gedeon Burkhard|Jacky Ido|B.J. Novak|Omar Doom|August Diehl|Denis Ménochet|Sylvester Groth,Inglourious Basterds (2009),9272
8073,Mike Myers Action|Adventure|Comedy spy|spoof|fembot|british secret service Mike Myers|Elizabeth Hurley|Michael York|Mimi Rogers|Robert Wagner|Seth Green|Fabiana Udenio|Mindy Sterling|Paul Dillon|Charles Napier|Will Ferrell|Joann Richter|Anastasia Sakelaris|Afifi Alaouie|Monet Mazur,Austin Powers: International Man of Mystery (1997),9261
5825,Jonathan Nolan Drama|Mystery|Sci-Fi|Thriller rivalry|illusion|obsession|magician Hugh Jackman|Christian Bale|Michael Caine|Piper Perabo|Rebecca Hall|Scarlett Johansson|Samantha Mahurin|David Bowie|Andy Serkis|Daniel Davis|Jim Piddock|Christopher Neame|Mark Ryan|Roger Rees|Jamie Harris,"Prestige, The (2006)",9229
3382,Ethan Coen Adventure|Comedy|Crime greek mythology|slapstick comedy|odysseus|neo screwball comedy George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter|Chris Thomas King|Charles Durning|Del Pentecost|Michael Badalucco|J.R. Horne|Brian Reddy|Wayne Duvall|Ed Gale|Ray McKinnon|Daniel von Bargen,"O Brother, Where Art Thou? (2000)",9223
5456,John Brancato Action|Crime|Thriller computer|identity|identity theft|computer hacker Sandra Bullock|Jeremy Northam|Dennis Miller|Diane Baker|Wendy Gazelle|Ken Howard|Ray McKinnon|Daniel Schorr|L. Scott Caldwell|Robert Gossett|Kristina Krofft|Juan Garcia|Tony Perez|Margo Winkler|Gene Kirkwood,"Net, The (1995)",9216
9276,Quentin Tarantino Action|Crime|Thriller media|satire|controversy|woman on top Woody Harrelson|Juliette Lewis|Tom Sizemore|Rodney Dangerfield|Everett Quinton|Jared Harris|Pruitt Taylor Vince|Edie McClurg|Russell Means|Lanny Flaherty|O-Lan Jones|Robert Downey Jr.|Richard Lineback|Kirk Baltz|Ed White,Natural Born Killers (1994),9208
4218,Hayao Miyazaki Adventure|Animation|Fantasy spirit|bathhouse|anime|spirit world Rumi Hiiragi|Miyu Irino|Mari Natsuki|Takashi Naitô|Yasuko Sawaguchi|Tatsuya Gashûin|Ryûnosuke Kamiki|Yumi Tamai|Yô Ôizumi|Koba Hayashi|Tsunehiko Kamijô|Takehiko Ono|Bunta Sugawara|Shigeru Wakita|Shirô Saitô,Spirited Away (Sen to Chihiro no kamikakushi) (2001),9170
5596,John Long Action|Adventure|Thriller cortina italy|bill|rope|fraud Sylvester Stallone|John Lithgow|Michael Rooker|Janine Turner|Rex Linn|Caroline Goodall|Leon|Craig Fairbrass|Gregory Scott Cummins|Denis Forest|Michelle Joyner|Max Perlich|Paul Winfield|Ralph Waite|Trey Brownell,Cliffhanger (1993),9120
4537,J.K. Rowling Adventure|Fantasy|IMAX magic|wizard|school of magic|wrongful conviction Daniel Radcliffe|Richard Griffiths|Pam Ferris|Fiona Shaw|Harry Melling|Adrian Rawlins|Geraldine Somerville|Lee Ingleby|Lenny Henry|Jimmy Gardner|Gary Oldman|Jim Tavaré|Robert Hardy|Abby Ford|Rupert Grint,Harry Potter and the Prisoner of Azkaban (2004),9050
5810,Jonathan Hensleigh Action|Romance|Sci-Fi|Thriller cranberry|asteroid|astronaut|outer space Bruce Willis|Billy Bob Thornton|Ben Affleck|Liv Tyler|Will Patton|Steve Buscemi|William Fichtner|Owen Wilson|Michael Clarke Duncan|Peter Stormare|Ken Hudson Campbell|Jessica Steen|Keith David|Chris Ellis|Jason Isaacs,Armageddon (1998),9030
3194,Elmore Leonard Comedy|Crime|Thriller movie business|loan shark|debt|mobster John Travolta|Gene Hackman|Rene Russo|Danny DeVito|Dennis Farina|Delroy Lindo|James Gandolfini|Jon Gries|Renee Props|David Paymer|Martin Ferrero|Miguel Sandoval|Jacob Vargas|Linda Hart|Bobby Slayton,Get Shorty (1995),9007
4371,Hubert Selby Jr. Drama drug addiction|heroin|sex show|sex scene Ellen Burstyn|Jared Leto|Jennifer Connelly|Marlon Wayans|Christopher McDonald|Louise Lasser|Marcia Jean Kurtz|Janet Sarno|Suzanne Shepherd|Joanne Gordon|Charlotte Aronofsky|Mark Margolis|Michael Kaycheck|Jack O'Connell|Chas Mastin,Requiem for a Dream (2000),8964
9170,Philip K. Dick Action|Adventure|Sci-Fi|Thriller implanted memory|false memory|space colony|ambiguous ending Arnold Schwarzenegger|Rachel Ticotin|Sharon Stone|Ronny Cox|Michael Ironside|Marshall Bell|Mel Johnson Jr.|Michael Champion|Roy Brocksmith|Ray Baker|Rosemary Dunsmore|David Knell|Alexia Robinson|Dean Norris|Mark Carlton,Total Recall (1990),8959
5826,Jonathan Nolan Sci-Fi|IMAX astronaut|saving the world|relativity|gravity Ellen Burstyn|Matthew McConaughey|Mackenzie Foy|John Lithgow|Timothée Chalamet|David Oyelowo|Collette Wolfe|Francis X. McCarthy|Bill Irwin|Anne Hathaway|Andrew Borba|Wes Bentley|William Devane|Michael Caine|David Gyasi,Interstellar (2014),8937
9793,Robert Rodriguez Action|Crime|Film-Noir|Mystery|Thriller neo noir|corruption|based on graphic novel|night Jessica Alba|Devon Aoki|Alexis Bledel|Powers Boothe|Cara D. Briggs|Jude Ciccolella|Jeffrey J. Dashnaw|Rosario Dawson|Jesse De Luna|Benicio Del Toro|Jason Douglas|Michael Clarke Duncan|Tommy Flanagan|Christina Frankenfield|Rick Gomez,Sin City (2005),8932
672,Andrew Stanton Adventure|Animation|Children|Comedy ant|circus|anthropomorphic insect|grasshopper Dave Foley|Kevin Spacey|Julia Louis-Dreyfus|Hayden Panettiere|Phyllis Diller|Richard Kind|David Hyde Pierce|Joe Ranft|Denis Leary|Jonathan Harris|Madeline Kahn|Bonnie Hunt|Michael McShane|John Ratzenberger|Brad Garrett,"Bug's Life, A (1998)",8896
4536,J.K. Rowling Adventure|Fantasy invisibility cloak|basilisk|killing a monster|child protagonist Daniel Radcliffe|Rupert Grint|Emma Watson|Richard Griffiths|Fiona Shaw|Harry Melling|Toby Jones|Jim Norton|Veronica Clifford|James Phelps|Oliver Phelps|Julie Walters|Bonnie Wright|Mark Williams|Chris Rankin,Harry Potter and the Chamber of Secrets (2002),8790
2311,Daniel G. Sullivan Comedy|Romance loneliness|unconventional romance|holiday season|single woman Sandra Bullock|Bill Pullman|Peter Gallagher|Peter Boyle|Jack Warden|Glynis Johns|Micole Mercurio|Jason Bernard|Michael Rispoli|Ally Walker|Monica Keena|Ruth Rudnick|Marcia Wright|Dick Cusack|Thomas Q. Morris,While You Were Sleeping (1995),8775
7922,Michael Schiffer Drama|Thriller|War submarine|u.s. navy|1990s|submarine captain Denzel Washington|Gene Hackman|Matt Craven|George Dzundza|Viggo Mortensen|James Gandolfini|Rocky Carroll|Jaime Gomez|Michael Milhoan|Scott Burkholder|Danny Nucci|Lillo Brancato|Eric Bruskotter|Ricky Schroder|Steve Zahn,Crimson Tide (1995),8765
663,Andrew Niccol Drama|Sci-Fi|Thriller genetics|future|space travel|urine sample Ethan Hawke|Uma Thurman|Gore Vidal|Xander Berkeley|Jayne Brook|Elias Koteas|Maya Rudolph|Una Damon|Elizabeth Dennehy|Blair Underwood|Mason Gamble|Vincent Nielson|Chad Christ|William Lee Scott|Clarence Graham,Gattaca (1997),8718
4564,Jack Bernstein Comedy male objectification|kidnapping|caught masturbating|fictional country Jim Carrey|Ian McNeice|Simon Callow|Maynard Eziashi|Bob Gunton|Sophie Okonedo|Tommy Davidson|Adewale Akinnuoye-Agbaje|Danny Daniels|Sam Phillips|Damon Standifer|Andrew Steel|Bruce Spence|Tom Grunke|Arsenio 'Sonny' Trinidad,Ace Ventura: When Nature Calls (1995),8702
4766,James V. Hart Drama|Sci-Fi first contact|wormhole|religion|nasa Jena Malone|David Morse|Jodie Foster|Geoffrey Blake|William Fichtner|Sami Chester|Timothy McNeil|Laura Elena Surillo|Matthew McConaughey|Tom Skerritt|Henry Strozier|Max Martini|Larry King|Thomas Garner|Conroy Chino,Contact (1997),8667
11293,Tim Burton Animation|Children|Fantasy|Musical christmas movie|christmas|halloween|gothic Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix|Paul Reubens|Ken Page|Edward Ivory|Susan McBride|Debi Durst|Greg Proops|Kerry Katz|Randy Crenshaw|Sherwood Ball|Carmen Twillie,"Nightmare Before Christmas, The (1993)",8634
3802,George Lucas Action|Adventure|Sci-Fi|IMAX clone wars|the force|bare midriff|part of trilogy Ewan McGregor|Natalie Portman|Hayden Christensen|Christopher Lee|Samuel L. Jackson|Frank Oz|Ian McDiarmid|Pernilla August|Temuera Morrison|Jimmy Smits|Jack Thompson|Leeanna Walsman|Ahmed Best|Rose Byrne|Oliver Ford Davies,Star Wars: Episode II - Attack of the Clones (2002),8480
